date,state,city,address,killed,injured,url,source,incident,postalcode,display_address,latitude,longitude
2015-03-19,Ohio,Cleveland,"Primrose Avenue and Parkwood Drive",1,0,http://www.gunviolencearchive.org/incident/309515,http://www.cleveland.com/metro/index.ssf/2015/03/man_shot_by_cleveland_police_o_3.html#incart_river,"Shot - Dead (murder, accidental, suicide), Institution/Group/Business, Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",44108,"Parkwood Drive & Primrose Avenue, Cleveland, OH 44108, USA",41.528305,-81.609373
2015-03-19,Wisconsin,Milwaukee,"16th and Center Street",0,1,http://www.gunviolencearchive.org/incident/309600,http://www.cbs58.com/story/28559828/mpd-officer-shoots-armed-suspect,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Drug involvement, Possession (gun(s) found during commission of other crimes), Possession of gun by felon",53206,"West Center Street & North 16th Street, Milwaukee, WI 53206, USA",43.0677368,-87.932525
2015-03-19,Washington,Sumas,,1,0,http://www.gunviolencearchive.org/incident/309842,http://www.khq.com/story/28569401/agency-confirms-fatal-wash-shooting-by-border-patrol-agent,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",98295,"Sumas, WA 98295, USA",49.0001217,-122.2648752
2015-03-19,California,"El Monte","Garvey and Seaman Avenue",0,0,http://www.gunviolencearchive.org/incident/309966,http://www.sgvtribune.com/general-news/20150319/deputy-shoots-at-but-does-not-strike-suspect-in-south-el-monte,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",91733,"Garvey Avenue & Seaman Avenue, El Monte, CA 91733, USA",34.0627285,-118.0528829
2015-03-19,Illinois,Chicago,"2200 block of South Kildare Avenue",0,0,http://www.gunviolencearchive.org/incident/309964,http://www.dnainfo.com/chicago/20150320/hermosa/assault-rifles-15-milion-drugs-100k-found-hermosa-home-police,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Drug involvement, ATF/LE Confiscation/Raid/Arrest, Possession (gun(s) found during commission of other crimes)",60623,"2200 South Kildare Avenue, Chicago, IL 60623, USA",41.851332,-87.7312635
2015-03-19,Oklahoma,Tulsa,"7900 block of South Riverside Drive",1,0,http://www.gunviolencearchive.org/incident/309917,http://www.news9.com/story/28569941/police-standoff-at-south-tulsa-apartment-complex-continues,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator surrender at standoff, Officer Involved Shooting - Bystander killed, Domestic Violence",,"Riverside Drive, Tulsa, OK, USA",36.0886348,-95.9844404
2015-03-19,California,Bakersfield,I-5,1,0,http://www.gunviolencearchive.org/incident/309882,http://www.turnto23.com/news/local-news/bpd-officers-searching-for-armed-gunman-following-wednesday-night-shooting,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",,"Interstate 5, Bakersfield, CA, USA",35.2162762,-119.1707253
2015-03-19,Alabama,"Lawrence County","County Road 249",1,0,http://www.gunviolencearchive.org/incident/310438,http://www.waff.com/story/28564167/lawrence-co-deputy-to-remain-on-job-following-fatal-shooting,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",35650,"Co Road 249, Moulton, AL 35650, USA",34.5919091,-87.2749345
2015-03-19,"New Jersey",Elizabeth,"1170 McClester Street",0,2,http://www.gunviolencearchive.org/incident/309426,http://7online.com/news/2-port-authority-officers-wounded-after-gun-being-cleaned-accidentally-goes-off/565293/,"Shot - Wounded/Injured, Accidental Shooting, Accidental Shooting - Injury, Accidental/Negligent Discharge, Cleaning gun, Officer Involved Incident, Officer Involved Shooting - Accidental discharge - no injury required, Officer Involved Shooting - Officer shot",07201,"Port Newark, 1170 McLester Street, Elizabeth, NJ 07201, USA",40.668807,-74.161963
2015-03-19,Tennessee,Sunbright,"205 Burrville Rd",0,0,http://www.gunviolencearchive.org/incident/321416,http://www.knoxnews.com/news/watchful-eye/gunshot-fired-by-state-wildlife-officer-during-hunter-safety-course_36500624,"Shots Fired - No Injuries, Accidental Shooting, Accidental/Negligent Discharge, Officer Involved Incident, Officer Involved Shooting - Accidental discharge - no injury required, School Incident, Gun at school, no death/injury - elementary/secondary school",37872,"205 Burrville Road, Sunbright, TN 37872, USA",36.2598757,-84.6774495
2015-03-19,Arizona,"Red Valley","SR 13",2,2,http://www.gunviolencearchive.org/incident/309835,http://www.daily-times.com/four_corners-news/ci_27749383/breaking-navajo-police-seek-man-who-fired-at?source=rss,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Officer shot, Officer Involved Shooting - Officer killed, Officer Involved Shooting - Perpetrator killed, Kidnapping/abductions/hostage",86544,"Red Valley, AZ 86544, USA",36.6039938,-109.0603825
2015-03-19,"New Mexico",Shiprock,,0,2,http://www.gunviolencearchive.org/incident/311170,http://www.abqjournal.com/558293/news/shiprock-officer-killed-in-shootout.html,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Domestic Violence, Pistol-whipping",,"Shiprock, NM, USA",36.7855543,-108.6870322
2015-03-18,Minnesota,"Olmsted County","Olmsted County Road 12 and U.S. Highway 52 North",0,0,http://www.gunviolencearchive.org/incident/310206,http://kstp.com/news/stories/s3740312.shtml?cat=1,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",55976,"County Road 2 & Mower Olmsted Road, Stewartville, MN 55976, USA",43.83411,-92.4489944
2015-03-18,Texas,"San Antonio","Loop 1604 and Military",0,0,http://www.gunviolencearchive.org/incident/309739,http://www.woai.com/articles/woai-local-news-sponsored-by-five-119078/murder-suspect-grabs-deputys-gun-13420455/,"Suicide - Attempt, Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired",78251,"Texas 1604 Loop & Military Drive West, San Antonio, TX 78251, USA",29.4480725,-98.7108096
2015-03-18,Indiana,Gary,"1300 Garfield St",0,0,http://www.gunviolencearchive.org/incident/309728,http://www.chicagotribune.com/suburbs/post-tribune/crime/ct-ptb-shootout-damages-home-cars-st-0320-20150319-story.html,"Non-Shooting Incident, Officer Involved Incident, Possession (gun(s) found during commission of other crimes)",46404,"1300 Garfield Street, Gary, IN 46404, USA",41.5895409,-87.359955
2015-03-18,Pennsylvania,"Plymouth Meeting","Belvoir Road",0,1,http://www.gunviolencearchive.org/incident/308906,http://lancasteronline.com/news/pennsylvania/police-officer-reported-wounded-in-accidental-shooting/article_9e5d0add-9a02-563f-a7d8-710b1bb8d0f0.html,"Shot - Wounded/Injured, Accidental Shooting, Accidental Shooting - Injury, Accidental/Negligent Discharge, Officer Involved Incident, Officer Involved Shooting - Officer shot",,"Belvoir Road, Plymouth Meeting, PA, USA",40.1180645,-75.3071013
2015-03-18,"New Hampshire",Chesterfield,"926 Route 9",0,0,http://www.gunviolencearchive.org/incident/308961,http://www.sentinelsource.com/news/local/man-identified-in-chesterfield-standoff-victim-came-looking-for-help/article_ea09a93c-0f72-5e9f-84b4-de1ee44c44d0.html,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Domestic Violence",03466,"926 New Hampshire 9, West Chesterfield, NH 03466, USA",42.9014016,-72.4787487
2015-03-18,Ohio,Cincinnati,"3100 block of Fairfax",0,1,http://www.gunviolencearchive.org/incident/308896,http://www.cincinnati.com/story/news/crime/2015/03/18/evanston-academy-on-lockdown-after-shooting-reported/24960307/,"Shot - Wounded/Injured, Officer Involved Incident",45244,"Ohio Avenue, Cincinnati, OH 45244, USA",39.13817,-84.366264
2015-03-18,Texas,"Hill County",,0,0,http://www.gunviolencearchive.org/incident/309461,http://thepolicenews.net/default.aspx?act=Newsletter.aspx&category=News+1-2&newsletterid=52263&menugroup=Home,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Perpetrator unarmed",,"Hill County, TX, USA",32.0621768,-97.179026
2015-03-18,Arizona,Phoenix,,0,1,http://www.gunviolencearchive.org/incident/308904,http://www.azfamily.com/story/28554327/az-corrections-officer-wounded-in-accidental-shooting-at-gun-range,"Shot - Wounded/Injured, Accidental Shooting, Accidental Shooting - Injury, Accidental/Negligent Discharge, Officer Involved Incident, Officer Involved Shooting - Accidental discharge - no injury required, Officer Involved Shooting - Officer shot, Gun range/gun shop shooting",,"Phoenix, AZ, USA",33.4483771,-112.0740373
2015-03-18,Ohio,Monroe,"600 block of Ridgepoint Drive",0,0,http://www.gunviolencearchive.org/incident/308851,http://www.whio.com/news/news/crime-law/man-taken-into-custody-after-standoff-in-monroe/nkY4T/,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Domestic Violence",45050,"600 Ridgepoint Drive, Monroe, OH 45050, USA",39.4356845,-84.348412
2015-03-18,Idaho,"Canyon County","9000 block of Charles Way",1,0,http://www.gunviolencearchive.org/incident/309407,http://www.idahopress.com/news/man-dead-after-officer-involved-shooting-in-canyon-county/article_e4d98420-ce3d-11e4-95b3-6b3805cf3109.html?utm_campaign=native_advertising&utm_medium=website&utm_source=front_page&utm_content=,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Brandishing/flourishing/open carry/lost/found",83644,"Charles Way, Middleton, ID 83644, USA",43.704078,-116.5800932
2015-03-18,Florida,Tallahassee,"S Lake Ella Dr.",1,0,http://www.gunviolencearchive.org/incident/310613,http://www.wctv.tv/home/headlines/Police-Investigating-Shooting-at-Lake-Ella-296804571.html,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",32303,"South Lake Ella Drive, Tallahassee, FL 32303, USA",30.4596771,-84.2798575
2015-03-18,California,"La Jolla","9240 Regents Rd",0,0,http://www.gunviolencearchive.org/incident/308772,http://www.utsandiego.com/news/2015/mar/18/ucsd-accidental-shooting-graduate-housing-swat/,"Shots Fired - No Injuries, Accidental Shooting, Accidental/Negligent Discharge, Officer Involved Incident, Officer Involved Shooting - Perpetrator surrender at standoff",92037,"University of California San Diego, Mesa Housing, 9240 Regents Road, La Jolla, CA 92037, USA",32.8735546,-117.2218412
2015-03-18,Arizona,Peoria,"67th Avenue and Peoria Avenue",1,0,http://www.gunviolencearchive.org/incident/309118,http://www.abqjournal.com/557351/news/woman-is-fatally-shot-after-pulling-gun-on-police-in-arizona.html,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Brandishing/flourishing/open carry/lost/found",85345,"West Peoria Avenue & North 67th Avenue, Peoria, AZ 85345, USA",33.5816423,-112.2028753
2015-03-18,Oklahoma,"Oklahoma City","3300 block of Northwest Grand",0,1,http://www.gunviolencearchive.org/incident/309818,http://www.okcfox.com/story/28548734/police-investigate-officer-involved-shooting-early-wednesday-morning,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",73116,"3300 Northwest Grand Boulevard, Oklahoma City, OK 73116, USA",35.5483883,-97.5503284
2015-03-18,Tennessee,Franklin,"600 block of Cherokee Place",0,0,http://www.gunviolencearchive.org/incident/309801,http://wkrn.com/2015/03/18/convicted-felon-arrested-for-reportedly-planning-a-shooting/,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Possession of gun by felon",37064,"600 Cherokee Place, Franklin, TN 37064, USA",35.9175932,-86.8877167
2015-03-18,Michigan,"Van Buren County","M-43 and County Road 215",0,0,http://www.gunviolencearchive.org/incident/309787,http://www.mlive.com/news/kalamazoo/index.ssf/2015/03/convicted_felons_from_chicago.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, ATF/LE Confiscation/Raid/Arrest, Possession of gun by felon",49013,"Michigan 43 & Co Road 215, Bangor, MI 49013, USA",42.3089317,-86.0716918
2015-03-17,California,Bakersfield,"1125 1/2 19th Street",1,0,http://www.gunviolencearchive.org/incident/309247,http://www.turnto23.com/news/local-news/bakersfield-police-officer-shoots-knife-wielding-man-in-downtown-hotel-031815,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",93301,"1125 1/2 19th Street, Bakersfield, CA 93301, USA",35.3760121,-119.014792
2015-03-17,Oklahoma,"Oklahoma City","Southwest 23rd Street and Brookline",0,0,http://www.gunviolencearchive.org/incident/309245,http://www.news9.com/story/28546691/police-report-tactical-team-call-out-in-sw-okc,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Possession of gun by felon",73108,"Southwest 23rd Street & South Brookline Avenue, Oklahoma City, OK 73108, USA",35.4419437,-97.5677806
2015-03-17,"North Carolina","Bladen County","8100 block of NC Highway 41",1,0,http://www.gunviolencearchive.org/incident/308610,http://www.wect.com/story/28546766/one-dead-after-officer-involved-shooting-in-bladen-county,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",28337,"8100 North Carolina 41, Elizabethtown, NC 28337, USA",34.6538873,-78.4803637
2015-03-17,Ohio,Ashtabula,"Route 20",0,0,http://www.gunviolencearchive.org/incident/308543,http://www.starbeacon.com/news/local_news/police-assault-convict-found-with-weapon-during-traffic-stop/article_cfd67b9c-cc3e-11e4-8cf5-c7212d097b30.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, ATF/LE Confiscation/Raid/Arrest, Possession of gun by felon",44004,"East 20th Street, Ashtabula, OH 44004, USA",41.888467,-80.792652
2015-03-17,California,Sacramento,"6000 block of Bridgecross Drive",1,0,http://www.gunviolencearchive.org/incident/309167,http://www.news10.net/story/news/local/citrus-heights/2015/03/18/chp-shooting-rio-linda-suspect-idenfitied/24968647/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",95835,"6000 Bridgecross Drive, Sacramento, CA 95835, USA",38.68199,-121.5032553
2015-03-17,Indiana,"Tippecanoe County","U.S. 52 and County Road 800 South",0,0,http://www.gunviolencearchive.org/incident/309169,http://wishtv.com/2015/03/17/2-in-custody-after-police-chase-puts-4-tsc-schools-on-alert/,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Possession (gun(s) found during commission of other crimes)",47930,"Co Road 800 East, Clarks Hill, IN 47930, USA",40.2453798,-86.7522599
2015-03-17,Wisconsin,Westfield,"W8640 Eagle Avenue",0,1,http://www.gunviolencearchive.org/incident/308994,http://www.channel3000.com/news/Man-shot-by-officer-in-Marquette-County/31868722,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Domestic Violence, Under the influence of alcohol or drugs (only applies to the perpetrator), Brandishing/flourishing/open carry/lost/found",53964,"Eagle Avenue, Westfield, WI 53964, USA",43.8942797,-89.5482671
2015-03-17,Oregon,"Blue River","Highway 126",0,0,http://www.gunviolencearchive.org/incident/309082,http://www.katu.com/news/local/Police-Man-barricaded-inside-Blue-River-home-after-shooting-at-people-296648031.html,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Perpetrator surrender at standoff",,"Oregon 126, Blue River, OR, USA",44.177015,-122.1721958
2015-03-17,Oklahoma,"Oklahoma City","1700 South Prospect Avenue",0,0,http://www.gunviolencearchive.org/incident/309076,http://www.okcfox.com/story/28539713/shots-fired-during-ohp-pursuit,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",73111,"1700 South Prospect Avenue, Oklahoma City, OK 73111, USA",35.44855,-97.4851149
2015-03-17,Michigan,Troy,"Rochester Road and Square Lake Road",0,0,http://www.gunviolencearchive.org/incident/310686,http://www.theoaklandpress.com/general-news/20150321/troy-crime-blotter-royal-oak-resident-arrested-on-dui-concealed-weapon-charges,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Drug involvement, Under the influence of alcohol or drugs (only applies to the perpetrator), Possession (gun(s) found during commission of other crimes)",48085,"Rochester Road North & East Square Lake Road, Troy, MI 48085, USA",42.6069723,-83.1298469
2015-03-17,Illinois,Chicago,"6740 N Clark St",0,0,http://www.gunviolencearchive.org/incident/309928,http://www.dnainfo.com/chicago/20150319/rogers-park/rogers-park-man-arrested-with-gun-box-of-ammo-police-say,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Drug involvement",60626,"6740 North Clark Street, Chicago, IL 60626, USA",42.0048715,-87.6731925
